87,88,-1,-1,-1,-1,106,105,105,48,-1,-1,-1,106,105,105,105,105,105,107,105,105,105,105,-1,107,-1,-1,-1,-1,-1,-1,-1,-1,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,-1,-1,-1,-1,-1,-1,-1,121,-1,-1,-1,-1,-1,-1,-1,86,87,88,-1,-1,-1,86,87,87,88,-1,-1,39,86,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,-1,-1,-1,86
82,107,-1,-1,-1,106,107,105,105,122,-1,-1,-1,107,105,105,105,105,105,107,-1,-1,-1,-1,-1,107,105,105,105,105,105,105,105,105,107,105,80,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,105,105,105,-1,-1,-1,-1,-1,-1,122,-1,-1,-1,-1,-1,-1,-1,80,81,82,-1,-1,-1,80,81,81,82,-1,-1,39,80,81,81,81,81,81,81,81,81,81,81,81,81,82,-1,-1,-1,-1,-1,80
88,107,-1,-1,-1,86,87,87,87,88,105,105,105,86,87,87,87,87,87,88,-1,-1,-1,-1,-1,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,-1,-1,106,105,121,-1,-1,-1,-1,-1,-1,-1,86,87,88,-1,-1,-1,86,87,87,88,-1,-1,39,86,87,87,87,87,87,87,87,87,87,87,88,105,107,-1,-1,-1,-1,-1,86
82,107,-1,-1,-1,80,81,81,81,81,81,81,81,81,81,81,81,81,81,82,-1,-1,-1,-1,-1,-1,122,105,105,105,105,105,105,105,105,105,107,105,105,107,105,105,105,48,-1,-1,-1,106,105,48,105,105,105,105,105,105,107,105,105,107,105,105,107,-1,-1,-1,-1,107,105,48,-1,-1,-1,-1,106,105,105,107,105,48,105,105,105,107,105,105,107,105,105,48,105,-1,-1,-1,106,105,105,105,105,105,105,105,105,107,105,-1,-1,-1,106,80
88,107,105,105,105,107,105,105,105,107,107,105,105,105,105,105,105,105,105,107,-1,-1,-1,-1,-1,-1,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,-1,-1,-1,86,87,87,87,87,87,87,87,87,87,87,87,87,87,87,88,-1,-1,-1,-1,86,87,88,-1,-1,-1,-1,86,87,87,87,87,87,88,105,105,107,-1,-1,86,87,87,87,87,-1,-1,-1,86,87,87,87,87,87,87,87,87,87,88,-1,-1,-1,106,86
81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,82,105,105,105,105,105,105,107,105,105,105,107,105,105,105,105,105,107,105,105,107,105,105,105,107,105,105,105,107,105,107,107,105,105,105,105,105,107,105,105,107,105,105,107,105,105,105,105,107,105,107,105,105,105,105,107,105,105,105,105,107,107,105,105,107,105,105,107,105,105,107,107,105,105,105,107,105,105,105,105,105,105,105,105,107,-1,-1,-1,-1,106,80
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,86
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106,80
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,106,86,87
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80,80,80
